popularity,original_title,director,runtime,release_date,vote_count,vote_average,budget_adj,revenue_adj
0.330431,Star Wars Rebels: Spark of Rebellion,Steward Lee|Steven G. Lee,44,10/3/2014,13,6.8,0,0
0.276845,These Final Hours,Zak Hilditch,87,7/31/2014,86,6.1,0,0
0.460808,The Pretty One,Jen_©e LaMarque,90,2/7/2014,51,5.9,0,12682.50268
0.324403,Debug,David Hewlett,86,11/3/2014,24,4,0,0
0.303538,Flowers in the Attic,Deborah Chow,90,1/18/2014,56,6.4,0,0
0.323009,Outlaw Prophet: Warren Jeffs,Gabriel Range,120,6/28/2014,12,5.9,0,0
0.362439,The Song,Richard Ramsey,116,9/26/2014,26,6,0,929951.9467
0.318941,Parts Per Billion,Brian Horiuchi,139,3/25/2014,14,4.8,460545.5254,13816365.76
0.318608,The Last Five Years,Richard LaGravenese,94,11/3/2014,108,5.4,0,0
0.317225,Better Living Through Chemistry,Geoff Moore|David Posamentier,91,3/14/2014,60,5.9,4605455.254,69213.54483
0.404018,Cabin Fever: Patient Zero,Kaare Andrews,91,2/5/2014,47,4.6,0,0
0.316313,Bad Turn Worse,Simon Hawkins|Zeke Hawkins,91,8/15/2014,22,5.4,0,0
0.315839,The Disappearance of Eleanor Rigby: Him,Ned Benson,89,10/10/2014,44,6.4,0,0
0.689942,Cooties,Cary Murnion|Jonathan Milott,88,10/10/2014,136,5.2,0,0
0.309771,Hangar 10,Daniel Simpson,87,10/22/2014,20,4.7,0,0
0.309634,Leprechaun: Origins,Zach Lipovsky,90,8/22/2014,34,3.9,0,0
0.309101,Someone Marry Barry,Rob Pearlstein,86,2/7/2014,50,5.6,0,0
0.512023,Viking: The Berserkers,Antony Smith,89,9/15/2014,10,5,0,0
0.308899,Kid Cannabis,John Stockwell,110,4/18/2014,38,6.3,0,0
0.43435,Swelter,Keith Parmer,96,4/20/2014,11,4.4,0,0
0.306919,Elsa & Fred,Michael Radford,104,3/7/2014,17,6.5,9210910.508,0
0.306026,The Rewrite,Marc Lawrence,107,6/15/2014,121,5.8,0,4102101.101
0.304992,John Doe: Vigilante,Kelly Dolen,93,3/21/2014,32,6.2,0,0
0.12871,Ride,Helen Hunt,93,11/8/2014,27,5.9,0,0
0.302498,The Dark Horse,James Napier Robertson,124,7/17/2014,33,4.4,0,0
0.301497,Wyrmwood: Road Of The Dead,Kiah Roache-Turner,98,9/19/2014,85,6,0,0
0.300442,God's Not Dead,Harold Cronk,113,3/21/2014,146,6.1,15658547.86,27438381.31
0.299103,Against the Sun,Brian Falk,100,11/22/2014,37,6.5,0,0
0.298899,That Sugar Film,Damon Gameau,97,7/31/2014,36,6.4,0,0
0.296822,Date and Switch,Chris Nelson,91,2/14/2014,42,5.6,0,0
0.29562,Don't Blink,Travis Oates,92,9/18/2014,18,4.1,0,0
0.29364,The Lookalike,Richard Gray,100,7/11/2014,11,5,0,0
0.293107,"Marvel: 75 Years, From Pulp to Pop!",Zak Knutson,41,11/4/2014,15,7.7,0,0
0.292497,Sniper: Legacy,Don Michael Paul,94,9/29/2014,38,5.5,0,0
0.292107,Horsehead,Romain Basset,89,9/7/2014,16,5.1,0,0
0.291253,Marvel Studios: Assembling a Universe,,43,3/18/2014,32,6.3,0,0
0.290104,V/H/S: Viral,Nacho Vigalondo|Marcel Sarmiento|Gregg Bishop|Justin Benson|Aaron Moorhead|Todd Lincoln ,81,10/23/2014,105,4.2,0,2538.526936
0.290033,Comet,Sam Esmail,91,12/5/2014,93,6.7,0,0
0.289951,The One I Love,Charlie McDowell,91,8/8/2014,182,6.8,0,0
0.289238,Grace,Jeff Chan,87,10/28/2014,38,4.7,0,0
0.289102,The Canal,Ivan Kavanagh,92,10/10/2014,55,5.7,0,0
0.288414,Mall,Joseph Hahn,88,6/18/2014,15,5,0,0
0.288035,Blood Punch,Madellaine Paxson,104,2/21/2014,11,7.4,0,0
0.286381,The Normal Heart,Ryan Murphy,133,5/25/2014,197,7.8,0,0
0.285328,Faults,Riley Stearns,93,3/6/2014,36,6.8,0,0
0.283225,Devil's Due,Matt Bettinelli-Olpin|Tyler Gillett,89,1/8/2014,164,4.5,6447637.355,33559008.32
0.280438,Colt 45,Fabrice Du Welz,85,8/6/2014,47,5.3,0,0
0.280105,Every Secret Thing,Amy Berg,93,4/20/2014,39,5.6,0,0
0.38421,The Keeping Room,Daniel Barber,95,9/25/2014,35,4.8,0,0
0.279115,Dinosaur Island,Matt Drummond,90,9/1/2014,13,4.3,0,0
0.278064,Lap Dance,Greg Carter,100,12/5/2014,16,3.8,0,0
0.277049,Let Us Prey,Brian O'Malley,88,4/17/2014,44,5.4,0,0
0.275803,Lovesick,Luke Matheny,100,4/24/2014,17,4.9,0,0
0.272995,Zapped,Peter DeLuise,102,6/27/2014,89,5.5,0,0
0.271697,Revenge of the Green Dragons,Andrew Lau|Andrew Loo,94,3/15/2014,19,5.2,4605455.254,0
0.270806,My Mistress,Stephen Lance,104,8/14/2014,11,5.6,0,0
0.269528,Kajaki,Paul Katis,108,11/12/2014,55,5.8,0,0
0.269468,Unlocking Sherlock,,60,1/19/2014,11,7.2,0,0
0.269274,Expelled,Alex Goyette,85,12/12/2014,118,6.3,0,0
0.269033,Authors Anonymous,Ellie Kanner,92,4/18/2014,13,3.7,0,0
0.205077,Dear White People,Justin Simien,108,10/17/2014,148,6.2,921091.0508,0
0.267446,Land Ho!,Aaron Katz|Martha Stephens,96,7/11/2014,17,5.8,0,0
0.264523,Felony,Matthew Saville,105,8/28/2014,28,5.1,0,0
0.264059,Appleseed Alpha,Shinji Aramaki,90,5/28/2014,121,6.4,0,0
0.261284,Savaged,Michael S. Ojeda,91,8/6/2014,30,5.6,0,0
0.259735,Effie Gray,Richard Laxton,108,3/8/2014,24,6.1,0,0
0.258304,Joy Ride 3,Declan O'Brien,96,6/3/2014,32,4.4,0,0
0.258209,Android Cop,Mark Atkins,88,2/4/2014,20,3,0,0
0.256655,Scooby-Doo! WrestleMania Mystery,Brandon Vietti,84,3/25/2014,24,6.2,0,0
0.255838,Charlie's Farm,Chris Sun,93,12/4/2014,17,4.6,2763273.152,0
0.252762,Video Games: The Movie,Jeremy Snead,101,7/18/2014,73,6,0,0
0.24687,Exists,Eduardo S_¡nchez,86,3/17/2014,45,4.5,0,0
0.751476,My Old Lady,Israel Horovitz,107,9/9/2014,65,6,4605455.254,3697062.364
0.431184,I Am Ali,Clare Lewins,111,10/10/2014,18,6.6,0,6636.461021
0.374265,One Square Mile,Charles-Olivier Michaud,96,6/5/2014,13,5.6,0,0
0.634232,Age of Tomorrow,James Kondelik,90,6/10/2014,10,2.4,0,0
0.240398,Rudderless,William H. Macy,105,10/17/2014,65,7.1,4605455.254,0
0.239934,Copenhagen,Mark Raso,98,10/3/2014,41,6.6,0,0
0.239862,Bang Bang,Siddharth Anand,153,10/2/2014,53,6.2,0,0
0.237126,TEKKEN: A Man Called X,Wych Kaosayananda,90,8/12/2014,23,4.2,0,0
0.342044,Houdini,Uli Edel,210,9/1/2014,53,7.1,0,0
0.23282,7 Minutes,Jay Martin,92,10/26/2014,23,5,0,0
0.232365,De toutes nos forces,Nils Tavernier,94,3/26/2014,28,7,0,0
0.232241,Life Itself,Steve James,120,7/4/2014,104,7.7,0,0
0.231578,Life Partners,Susanna Fogel,95,12/5/2014,71,6.1,0,7612.817535
0.230637,Mercy,Peter Cornwell,79,10/7/2014,45,4.9,0,0
0.229926,Late Phases,Adri_¡n Garc_­a Bogliano,95,11/21/2014,37,5.6,0,0
0.228495,10.000 KM,Carlos Marques-Marcet,99,5/16/2014,24,6.2,0,0
0.227613,Mockingbird,Bryan Bertino,81,10/7/2014,21,4.1,0,0
0.321453,A Good Man,Keoni Waxman,100,8/19/2014,26,4.9,6447637.355,0
0.226863,Fort Bliss,Claudia Myers,116,9/5/2014,14,6.2,0,0
0.226028,Finding Vivian Maier,John Maloof|Charlie Siskel,83,3/28/2014,70,7.8,0,1384967.241
0.129935,Where Hope Grows,Chris Dowling,95,4/6/2014,19,7.2,0,1064781.255
0.433273,The Well,Thomas S. Hammock,95,6/12/2014,26,5.5,0,0
0.223067,Dinosaur 13,Todd Douglas Miller,95,8/15/2014,22,7,0,0
0.345226,"Like Sunday, Like Rain",Frank Whaley,104,3/1/2014,27,7.4,0,25982.13636
0.221957,Cesar Chavez,Diego Luna,102,3/28/2014,10,5.3,9210910.508,0
0.221564,Little Accidents,Sara Colangelo,105,1/22/2014,12,5,0,0
0.253943,Supermensch: The Legend of Shep Gordon,Mike Myers|Beth Aala,85,6/6/2014,20,7.6,0,0
0.220064,The Internet's Own Boy: The Story of Aaron Swartz,Brian Knappenberger,105,6/27/2014,117,7.8,0,0
0.219862,Almost Home,Todd Wilderman,4,2/1/2014,45,6.8,0,0
0.219679,Harmontown,Neil Berkeley,95,3/8/2014,24,6.9,0,0
0.217873,El Inventor de Juegos,Juan Pablo Buscarini,112,7/3/2014,11,4.9,5526546.305,0
0.217415,Petals on the Wind,Karen Moncrieff,85,5/26/2014,27,6.1,0,0
0.21533,Iron Man & Captain America: Heroes United,Leo Riley,71,7/29/2014,13,6.2,0,0
0.212841,Preservation,Christopher Denham,90,8/22/2014,35,5.1,0,0
0.212083,My Man is a Loser,Mike Young,95,7/25/2014,14,4.9,0,0
0.211791,Virunga,Orlando von Einsiedel,90,11/7/2014,55,7.9,0,0
0.210808,Interstellar: Nolan's Odyssey,Dan Storey,23,11/5/2014,79,7.9,0,0
0.209046,American Muscle,Ravi Dhar,77,9/30/2014,12,2.8,0,0
0.171104,Deep in the Darkness,Colin Theys,100,4/29/2014,10,4.9,0,0
0.208431,Jacky au royaume des filles,Riad Sattouf,90,1/29/2014,31,5.2,0,0
0.492782,Alien Abduction,Matty Beckerman,85,4/4/2014,51,4.6,0,0
0.205343,ì_��_ í_�� ì__,Cho Beom-gu,118,7/3/2014,20,6.8,0,0
0.203043,The Frame,Jamin Winans,127,11/21/2014,12,6.1,0,0
0.202776,Batman: Strange Days,Bruce Timm,3,4/9/2014,20,7.6,0,0
0.202449,Boys of Abu Ghraib,Luke Moran,103,3/15/2014,16,5.9,0,0
0.20162,Born to Race: Fast Track,Alex Ranarivelo,94,3/20/2014,18,5.3,0,0
0.201445,The Falling,Carol Morley,102,10/11/2014,33,4.8,0,0
0.222714,Poker Night,Greg Francis,104,12/20/2014,60,5.5,0,0
0.199012,I Am Santa Claus,Tommy Avallone,89,11/4/2014,11,6.2,0,0
0.198531,Postman Pat: The Movie,Mike Disa,88,5/23/2014,11,4.9,0,0
0.197336,Creep,Patrick Brice,82,6/23/2014,110,5.9,0,0
0.376205,The Identical,Dustin Marcellino,107,9/5/2014,10,5,11053092.61,0
0.56672,Miss Meadows,Karen Leigh Hopkins,88,9/12/2014,31,4.6,1842182.102,0
0.196408,Supremacy,Deon Taylor,97,6/12/2014,12,5.8,0,0
0.195167,The Look of Silence,Joshua Oppenheimer,103,8/30/2014,46,7.8,0,141402.2138
0.194413,The Outsider,Brian A Miller,94,2/7/2014,30,4.7,3684364.203,0
0.194283,Iris,Albert Maysles,83,10/9/2014,34,7.5,0,0
0.193689,Squatters,Martin Weisz,102,5/14/2014,15,6.7,0,0
0.161001,The Redwood Massacre,David Ryan Keith,82,9/28/2014,17,3.8,144298.124,0
0.370212,Bird People,Pascale Ferran,128,6/4/2014,32,5,0,0
0.310285,Ribbit,Mamat Khalid,88,6/21/2014,10,3.4,0,0
0.191091,How to Build a Better Boy,Paul Hoen,90,8/17/2014,51,5.8,0,0
0.19104,Aloft,Claudia Llosa,112,2/12/2014,20,5.1,7368728.406,48897.03952
0.189201,Jarhead 2: Field of Fire,Don Michael Paul,103,8/14/2014,59,5.4,0,0
0.188264,Survivor,John Lyde,93,7/22/2014,23,4.9,0,0
0.083295,Seal Team Eight: Behind Enemy Lines,Roel Rein_©,98,3/1/2014,37,4.7,0,0
0.186933,Ask Me Anything,Allison Burnett,100,4/19/2014,103,5.4,875036.4982,0
0.131462,Suburban Gothic,Richard Bates Jr.,90,7/19/2014,19,5.1,0,0
0.186159,Welcome to New York,Abel Ferrara,125,5/17/2014,29,5.5,0,0
0.18545,An Honest Liar,Tyler Measom|Justin Weinstein,90,4/18/2014,43,7.1,0,0
0.184506,Heavenly Sword,Gun Ho Jang,85,6/30/2014,11,5.8,5526546.305,0
0.184395,JLA Adventures: Trapped in Time,Giancarlo Volpe,52,1/21/2014,43,5.8,0,0
0.183417,Enchanted Kingdom,Patrick Morris|Neil Nightingale,87,3/25/2014,12,5.2,16.57963891,0
0.182975,Kristy,Olly Blackburn,86,8/7/2014,59,6.1,6355528.25,0
0.182618,I Am Soldier,Ronnie Thompson,84,3/17/2014,23,5.2,0,0
0.181227,Desert Dancer,Richard Raymond,98,7/3/2014,13,6.5,0,0
0.18041,See No Evil 2,Jen Soska|Sylvia Soska,90,10/20/2014,42,4.1,0,0
0.180139,Queen and Country,John Boorman,114,5/20/2014,14,6,0,0
0.180131,Goodbye to All That,Angus MacLachlan,87,12/17/2014,21,5.2,0,0
0.179072,Northern Soul,Elaine Constantine,102,10/17/2014,16,4.7,0,0
0.178898,Doctor Who: Last Christmas,Paul Wilmshurst,57,12/25/2014,50,7.9,0,0
0.177674,Lilting,Hong Khaou,91,8/7/2014,32,7.1,0,0
0.177102,Fear Clinic,Robert Hall,95,10/31/2014,15,4.1,0.921091051,0
0.226614,School Dance,Nick Cannon,85,7/2/2014,11,6.5,0,0
0.175793,Valley Uprising,Josh Lowell|Peter Mortimer|Nick Rosen,99,9/1/2014,12,7.9,0,0
0.175615,9 Kisses,Elaine Constantine,9,12/11/2014,10,6.8,0,0
0.281505,In My Dreams,Kenny Leon,94,4/20/2014,28,6.3,0,0
0.240776,Julia,Matthew A. Brown,95,10/14/2014,17,4.8,0,2496.156748
0.23759,Perfect Sisters,Stanley M. Brooks,100,4/8/2014,67,5.5,0,0
0.169396,Ironclad 2: Battle for Blood,Jonathan English,108,3/14/2014,25,5.3,0,0
0.168968,Jackass Presents: Bad Grandpa .5,Jeff Tremaine,76,6/3/2014,68,5.8,0,0
0.167827,Dark Was the Night,Jack Heller,97,10/17/2014,43,5.2,0,0
0.167084,Asthma,Jake Hoffman,90,7/8/2014,10,6.5,0,0
0.288731,Saint Laurent,Bertrand Bonello,150,9/23/2014,53,5.8,0,0
0.166098,Street Fighter: Assassin's Fist,Joey Ansah,152,5/23/2014,27,6.4,0,0
0.165741,Jamie Marks Is Dead,Carter Smith,100,8/29/2014,14,5.9,0,0
0.16369,The Device,Jeremy Berg,90,12/16/2014,16,3.3,0,0
0.163674,WolfCop,Lowell Dean,79,6/6/2014,30,4.5,0,0
0.163367,At the Devil's Door,Nicholas McCarthy,91,3/9/2014,60,4.7,0,0
0.163139,Roger Waters: The Wall,Sean Evans|Roger Waters,133,9/29/2014,25,6.9,0,0
0.161591,Kelly & Cal,Jen McGowan,107,3/7/2014,14,5.9,0,0
0.235468,Cat Run 2,John Stockwell,97,8/19/2014,13,4.3,0,0
0.16084,The Remaining,Casey La Scala,88,8/25/2014,61,4.3,0,1077310.856
0.110411,Apocalypse Pompeii,Ben Demaree,88,2/18/2014,24,5.3,0,0
0.159037,The Search for General Tso,Ian Cheney,71,4/20/2014,14,6.9,0,0
0.158245,Take Care,Liz Tuccillo,94,3/7/2014,17,5.6,0,0
0.156677,Low Down,Jeff Preiss,119,1/19/2014,13,4.8,0,0
0.155114,The Prophet,Roger Allers,85,9/6/2014,14,7.3,0,0
0.153047,JohnnyExpress,Kyungmin Woo,5,5/8/2014,14,7.8,0,0
0.151929,Sharktopus vs Pteracuda,Kevin O'Neill,88,8/2/2014,10,3.7,0,0
0.151591,Mrs. Brown's Boys D'Movie,Ben Kellett,94,6/27/2014,20,5.2,5434437.2,21185094.17
0.148877,Listen Up Philip,Alex Ross Perry,108,10/17/2014,33,5.9,0,0
0.173667,Iverson,Zatella Beatty,97,4/27/2014,14,7.2,0,0
0.145525,The Road Within,Gren Wells,100,10/24/2014,56,6.9,0,0
0.028695,Ascension,Mairzee Almas|Nick Copus|Robert Lieberman,282,12/15/2014,30,5.5,0,0
0.087132,Dans la cour,Pierre Salvadori,97,5/2/2014,12,4.9,0,0
0.142619,Crawl or Die,Oklahoma Ward,86,8/13/2014,10,4.6,0,0
0.140883,Red Army,Gabe Polsky,76,8/13/2014,36,7.2,0,0
0.140245,Whitey: United States of America v. James J. Bulger,Joe Berlinger,107,1/18/2014,20,6,0,0
0.093198,The Living,Jack Bryan,89,6/26/2014,11,4.6,460545.5254,0
0.138246,Rosewater,Jon Stewart,103,11/7/2014,64,6.6,0,0
0.137962,Last Days in Vietnam,Rory Kennedy,98,9/5/2014,20,5.9,0,0
0.137202,ç­_�ä¸�_å_�äººå�__���,Chiang Chin-Lin,119,8/15/2014,17,6.4,0,0
0.266087,Two Men in Town,Rachid Bouchareb,120,2/6/2014,23,6.1,0,0
0.134767,Hyena,Gerard Johnson,112,6/18/2014,18,4.7,0,0
0.132764,Finders Keepers,Alexander Yellen,85,10/18/2014,33,4.8,0,0
0.13154,Trailer Park Boys: Don't Legalize It,Mike Clattenburg,95,4/18/2014,10,5.6,0,0
0.140935,Elephant Song,Charles Binam_©,110,9/4/2014,20,7.4,0,0
0.130592,Teen Lust,Blaine Thurier,80,9/4/2014,12,4.3,0,0
0.130097,The Little Rascals Save the Day,Alex Zamm,93,3/25/2014,16,5.4,7368728.406,0
0.130077,Nowhere Safe,Brian Brough,93,10/5/2014,11,5.7,0,0
0.129531,Black Mirror: White Christmas,Carl Tibbetts,74,12/16/2014,41,8.8,0,0
0.126283,Animal,Brett Simmons,86,6/17/2014,41,4.5,0,0
0.124685,We'll Never Have Paris,Simon Helberg|Jocelyn Towne,89,10/1/2014,23,4.8,0,0
0.119891,Free to Play,,75,3/19/2014,40,7,138163.6576,0
0.119415,They Came Together,David Wain,84,6/27/2014,115,5.2,0,0
0.118137,Jersey Shore Massacre,Paul Tarnopol,88,8/22/2014,14,2.4,1289527.471,0
0.118044,The Story of Frozen: Making a Disney Animated Classic,Rudy Bednar,44,9/15/2014,10,7.2,0,0
0.117257,Inner Demons,Seth Grossman,85,6/13/2014,10,3.8,0,0
0.11619,Cowspiracy: The Sustainability Secret,Kip Anderson|Keegan Kuhn,85,7/1/2014,66,7.6,107.7676529,0
0.113265,Killer Legends,Joshua Zeman|Rachel Mills,86,7/1/2014,14,5.4,0,0
0.136026,Amira & Sam,Sean Mullin,90,5/30/2014,20,5.9,0,0
0.112646,Midnight Sun,Roger Spottiswoode,120,9/1/2014,10,4.9,16579638.91,0
0.110972,Grumpy Cat's Worst Christmas Ever,Tim Hill,90,11/29/2014,16,5.3,0,0
0.110266,The Hornet's Nest,David Salzberg|Christian Tureaud,93,5/9/2014,16,6.5,0,0
0.109921,Viharsarok,_d_¡m Cs_¡szi,105,2/8/2014,12,7.2,0,0
0.109904,The Mummy Resurrected,Patrick McManus,80,3/1/2014,23,4.6,0,0
0.109169,The Wedding Pact,Matt Berman,91,2/4/2014,19,5.1,0,0
0.107621,Over the Garden Wall,Nate Cash,110,11/3/2014,12,7.8,0,0
0.105045,Alive Inside,Michael Rossato-Bennett,74,1/18/2014,23,7.7,0,0
0.20036,Gunday,Ali Zafar,152,2/14/2014,24,5.9,0,0
0.102977,The Cut,Fatih Akin,138,10/16/2014,14,6.9,14737456.81,0
0.102152,Rosemary's Baby,Agnieszka Holland,168,9/18/2014,52,6.1,0,0
0.101299,Happy Christmas,Joe Swanberg,82,6/26/2014,42,5.4,0,0
0.100979,The 7:39,John Alexander,117,1/6/2014,11,6.5,0,0
0.097665,The Perfect Wave,Bruce MacDonald,113,2/28/2014,14,4.5,0,0
0.097531,Billy Elliot: The Musical,Stephen Daldry|Brett Sullivan,163,9/28/2014,10,8.1,0,0
0.09733,Delirium,Rodrigo Garc_­a,43,6/20/2014,30,6.6,0,0
0.130742,Sex Ed,Isaac Feder,90,11/7/2014,29,5.1,0,0
0.095633,The Houses October Built,Bobby Roe,91,10/10/2014,51,5.4,0,0
0.095529,Lullaby,Andrew Levitas,117,6/13/2014,12,5.5,0,0
0.095479,Marvellous,Julian Farino,90,9/25/2014,23,7.6,0,0
0.095473,Hercules Reborn,Nick Lyon,90,7/8/2014,36,4.1,0,0
0.095131,Road,Michael Hewitt|Dermot Lavery,102,6/11/2014,12,7.7,0,0
0.0951,Party Central,Kelsey Mann,6,3/21/2014,10,6.9,0,0
0.094574,Mostly Ghostly: Have You Met My Ghoulfriend?,Peter Hewitt,91,9/2/2014,16,5.2,0,0
0.093377,Klondike,Simon Cellan Jones,285,1/20/2014,17,6.7,0,0
0.093062,No No: A Dockumentary,Jeffrey Radice,100,1/20/2014,13,6.7,0,0
0.171617,Way of the Wicked,Kevin Carraway,92,5/20/2014,12,4.1,2763273.152,0
0.092777,Lust for Love,Anton King,85,2/7/2014,11,5.3,0,0
0.090297,Where the Devil Hides,Christian E. Christiansen,86,10/10/2014,21,4.8,6447637.355,0
0.088805,Believe Me,Will Bakke,93,9/26/2014,11,4.2,0,0
0.135376,Dance-Off,,0,1/1/2014,18,5.7,0,0
0.08675,Jim Jefferies: BARE,Shannon Hartman,76,8/29/2014,17,7.4,0,0
0.083258,Bill Burr: I'm Sorry You Feel That Way,Jay Karas,80,12/5/2014,13,7.5,0,0
0.082565,The Guvnors,Gabe Turner,95,6/24/2014,16,5.4,0,0
0.081879,Nick Offerman: American Ham,Jordan Vogt-Roberts,78,1/23/2014,11,6.4,0,0
0.162234,Tell,J.M.R. Luna,89,12/4/2014,15,5.3,0,0
0.045555,Night Will Fall,Andr_© Singer,75,6/7/2014,11,7.5,0,0
0.079478,The Battered Bastards of Baseball,Chapman Way|Maclain Way,80,1/20/2014,17,7.2,0,0
0.135675,Jailbait,Jared Cohn,90,2/14/2014,12,5.1,0,0
0.078872,The Rise and Rise of Bitcoin,Nicholas Mross,96,10/3/2014,20,6.8,0,0
0.078644,Breakup Buddies,Ning Hao,116,9/26/2014,10,6,0,0
0.067359,C_¡sese quien pueda,Marco Polo Constandse,95,2/15/2014,21,6.7,0,0
0.076463,Death Clique,Doug Campbell,83,4/12/2014,12,6,1842182.102,0
0.07643,Hits,David Cross,96,1/21/2014,13,4.9,921091.0508,0
0.076348,All Relative,J.C. Khoury,85,11/21/2014,11,5.7,0,0
0.07628,Banksy Does New York,Chris Moukarbel,79,11/17/2014,22,6.8,0,0
0.075965,Not Cool,Shane Dawson,90,9/23/2014,17,4.1,0,0
0.075351,Merchants of Doubt,Robert Kenner,96,11/8/2014,23,7.4,0,177217.9182
0.113875,96 heures,Fr_©d_©ric Schoendoerffer,96,4/23/2014,13,5.2,0,0
0.074121,Camp Takota,Chris Riedell|Nick Riedell,102,2/14/2014,22,6.8,0,0
0.03551,Swedish House Mafia - Leave the World Behind,Christian Larson,90,3/12/2014,17,7.6,690818.2881,0
0.072637,Montana,Mo Ali,108,10/5/2014,18,6.5,0,0
0.072514,Atari: Game Over,Zak Penn,66,11/19/2014,65,6.7,0,0
0.072217,Indigenous,Alastair Orr,86,4/20/2014,20,4.6,0,0
0.015668,Mardaani,Pradeep Sarkar,133,8/22/2014,15,6.7,0,0
0.043409,Amour Sur Place ou __ Emporter,Amelle Chahbi,85,5/28/2014,48,5.5,0,0
0.04501,Wanderers,Erik Wernquist,4,10/11/2014,14,7.8,0,0
0.069212,Eden,Mia Hansen-L_¸ve,131,11/19/2014,26,5.4,0,60294.62018
0.068752,Something Wicked,Darin Scott,95,4/4/2014,11,4.7,2763273.152,0
0.068642,Old Fashioned,Rik Swartzwelder,115,10/18/2014,12,6.6,0,0
0.065064,The Fluffy Movie,Manny Rodriguez|Jay Lavender,101,7/25/2014,31,7,0,0
0.064907,Khoobsurat,Shashanka Ghosh,131,9/19/2014,33,6.7,0,0
0.064238,Showrunners: The Art of Running a TV Show,Des Doyle,76,10/17/2014,22,6.3,0,0
0.063621,Saints and Soldiers: The Void,Ryan Little,96,8/15/2014,16,4.9,0,0
0.131326,Not Safe for Work,Joe Johnston,74,5/9/2014,21,4.9,0,0
0.166508,The Gunfighter,Eric Kissack,9,3/21/2014,11,7,0,0
0.185882,Heaven Adores You,Nickolas Dylan Rossi,104,5/14/2014,11,6.8,0,0
0.056153,Korengal,Sebastian Junger,84,5/30/2014,16,6.8,0,0
0.05273,America: Imagine the World Without Her,Dinesh D'Souza|John Sullivan,103,7/2/2014,25,5.6,0,0
0.048917,23 Blast,Dylan Baker,98,10/24/2014,11,6,0,0
0.048493,All This Mayhem,Eddie Martin,104,6/5/2014,17,7.4,0,0
0.132698,Plague,Kostas Ouzas|Nick Kozakis,86,10/30/2014,11,3.9,184218.2102,0
0.046303,Vie Sauvage,C_©dric Kahn,106,10/29/2014,14,6,0,0
0.096383,Jim Gaffigan: Obsessed,Jay Chapman,70,4/27/2014,13,7.2,0,0
0.04464,Chelsea Handler Uganda Be Kidding Me Live,James Yukich,71,10/10/2014,13,6.9,0,0
0.190655,To Be Takei,Jennifer M. Kroot,94,8/22/2014,15,6.5,0,0
0.042677,Nas: Time Is Illmatic,One9,74,4/4/2014,19,6.9,0,0
0.038364,Top Gear: The Perfect Road Trip 2,,94,11/17/2014,12,6.8,0,0
0.037459,Treehouse,Michael G. Bartlett,0,10/20/2014,16,3.4,2993545.915,0
0.104985,Come Back to Me,Paul Leyden,90,7/25/2014,20,5.6,0,0
0.034572,The 10 Year Plan,J.C. Calciano,90,9/6/2014,11,6.1,0,0
0.032878,Ardennes Fury,Joseph J. Lawson,87,11/11/2014,19,5.2,0,0
0.036904,Tim Maia,Mauro Lima,0,10/30/2014,14,6,0,0
0.027994,Tracks,John Curran,112,3/6/2014,132,7,0,4493305.05
0.097151,Point and Shoot,Marshall Curry,82,4/19/2014,12,7.2,0,0
0.02592,Maidentrip,Jillian Schlesinger,82,1/17/2014,16,7.2,0,0
0.023903,Ballet 422,Jody Lee Lipes,72,4/19/2014,12,6.4,0,0
0.022635,Chelsea Peretti: One of the Greats,Lance Bangs,74,11/14/2014,26,6.6,0,0
0.021498,The After,Chris Carter,60,2/6/2014,13,6.5,0,0
0.021036,The Trip to Italy,Michael Winterbottom,108,4/24/2014,66,6.3,0,0
0.020923,The Dead Lands,Toa Fraser,108,9/4/2014,21,6,0,4826.517106
0.020673,Mary Kom,Omung Kumar,122,9/5/2014,17,7,0,0
0.078603,The Green Prince,Nadav Schirman,99,1/16/2014,12,7.5,0,0
0.0174,Ambition,Tomek Baginski,6,10/24/2014,30,6.9,0,0
0.018014,Corner Gas: The Movie,David Storey,90,12/3/2014,11,5.4,7829273.932,0
0.017292,The Overnighters,Jesse Moss,102,10/10/2014,20,6.8,0,0
0.015776,Altar,Nick Willing,95,12/27/2014,23,4.1,0,0
0.015258,Happy Ending,Krishna D.K.|Raj Nidimoru,135,11/21/2014,12,5.4,0,0
0.005725,"Fat, Sick & Nearly Dead 2",Kurt Engfehr,89,9/18/2014,14,6.5,0,0
0.012325,Nowitzki: The Perfect Shot,Sebastian Dehnhardt,106,9/18/2014,18,6.8,0,0
0.012014,Mitt,Greg Whiteley,93,1/17/2014,15,6.4,0,0
0.011229,Berkshire County,Audrey Cummings,83,10/5/2014,15,5.5,0,0
0.002922,Des Lendemains Qui Chantent,Nicolas Castro,94,8/20/2014,13,6,4.605455254,0
0.010047,Main Tera Hero,David Dhawan,128,4/4/2014,12,5.8,0,0
0.008,Happy Valley,Amir Bar-Lev,98,11/14/2014,14,6,0,0
0.007622,Kids for Cash,Robert May,102,2/7/2014,12,7.1,0,0
0.005972,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,David Gregory,100,8/24/2014,16,7.1,0,0
0.044654,Kill Dil,Shaad Ali,127,12/14/2014,13,5.2,0,0
